  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
   452,     P-997,   2025/07/27 02:21:21,Picarro_Sample_Tray-93,       4,        -8.217,       -15.442,      -154.691,        -0.034,         12275,       0,    1,                                        ,                                        ,                 H2O, 1753608356.13,         0.200,         0.180,         0.646,         0.152,        89.581,        -0.000,         0.001,         1.508,        48.144,        25.701,         0.643,        43.758,         0.941,        -0.028,       -0.0000,        0.0000,    0,        39.562,Picarro_Sample_Tray,      93,       3,    UBC_01,       0,       1
   453,     P-997,   2025/07/27 02:30:22,Picarro_Sample_Tray-93,       5,        -8.255,       -15.461,      -154.605,        -0.062,         12330,       0,    1,                                        ,                                        ,                 H2O, 1753608896.94,         0.187,         0.177,         0.594,         0.139,        89.555,         0.000,         0.002,         1.511,        48.391,        25.849,         0.636,        43.756,         0.939,        -0.033,        0.0000,        0.0000,    0,        39.562,Picarro_Sample_Tray,      93,       3,    UBC_01,       0,       1
   454,     P-997,   2025/07/27 02:39:23,Picarro_Sample_Tray-93,       6,        -8.243,       -15.464,      -154.530,        -0.048,         12264,       0,    1,                                        ,                                        ,                 H2O, 1753609437.87,         0.179,         0.165,         0.616,         0.147,        88.456,         0.000,         0.001,         1.494,        48.053,        25.781,         0.640,        43.518,         0.943,         0.001,       -0.0000,       -0.0000,    0,        39.500,Picarro_Sample_Tray,      93,       3,    UBC_01,       0,       1
   455,     P-997,   2025/07/27 02:48:23,Picarro_Sample_Tray-93,       7,        -8.237,       -15.442,      -154.490,        -0.054,         12300,       0,    1,                                        ,                                        ,                 H2O, 1753609977.80,         0.191,         0.155,         0.691,         0.150,        89.797,        -0.000,         0.001,         1.515,        48.270,        25.741,         0.655,        43.798,         0.940,         0.002,       -0.0000,        0.0000,    0,        39.375,Picarro_Sample_Tray,      93,       3,    UBC_01,       0,       1
   456,     P-997,   2025/07/27 02:57:22,Picarro_Sample_Tray-93,       8,        -8.250,       -15.470,      -154.580,        -0.052,         12271,       0,    1,                                        ,                                        ,                 H2O, 1753610517.44,         0.193,         0.163,         0.641,         0.158,        88.735,        -0.000,         0.001,         1.500,        48.144,        25.551,         0.653,        44.070,         0.941,        -0.007,       -0.0000,        0.0000,    0,        39.250,Picarro_Sample_Tray,      93,       3,    UBC_01,       0,       1
   457,     P-997,   2025/07/27 03:06:23,Picarro_Sample_Tray-93,       9,        -8.220,       -15.450,      -154.563,        -0.032,         12259,       0,    1,                                        ,                                        ,                 H2O, 1753611058.18,         0.175,         0.158,         0.581,         0.138,        88.181,         0.000,        -0.000,         1.491,        48.056,        25.872,         0.638,        43.089,         0.939,        -0.094,        0.0000,        0.0000,    0,        39.312,Picarro_Sample_Tray,      93,       3,    UBC_01,       0,       1
   458,     P-997,   2025/07/27 03:15:23,Picarro_Sample_Tray-93,      10,        -8.226,       -15.464,      -154.477,        -0.031,         12312,       0,    1,                                        ,                                        ,                 H2O, 1753611597.84,         0.173,         0.165,         0.562,         0.134,        89.736,        -0.000,         0.001,         1.516,        48.304,        25.782,         0.640,        43.927,         0.940,         0.030,        0.0000,       -0.0000,    0,        39.375,Picarro_Sample_Tray,      93,       3,    UBC_01,       0,       1
   459,     P-997,   2025/07/27 03:24:23,Picarro_Sample_Tray-93,      11,        -8.224,       -15.440,      -154.480,        -0.042,         12282,       0,    1,                                        ,                                        ,                 H2O, 1753612137.90,         0.194,         0.162,         0.663,         0.156,        89.181,        -0.000,         0.001,         1.509,        48.199,        25.608,         0.649,        43.956,         0.942,        -0.014,        0.0000,        0.0000,    0,        39.312,Picarro_Sample_Tray,      93,       3,    UBC_01,       0,       1
   460,     P-997,   2025/07/27 03:33:22,Picarro_Sample_Tray-93,      12,        -8.235,       -15.454,      -154.546,        -0.045,         12358,       0,    1,                                        ,                                        ,                 H2O, 1753612677.13,         0.183,         0.163,         0.637,         0.138,        89.849,         0.000,         0.001,         1.508,        48.521,        25.871,         0.650,        43.984,         0.942,        -0.038,       -0.0000,       -0.0000,    0,        39.312,Picarro_Sample_Tray,      93,       3,    UBC_01,       0,       1
   461,     P-998,   2025/07/27 03:42:35,Picarro_Sample_Tray-94,       1,        -6.812,       -12.782,      -112.283,        -0.043,         12637,      -1,    1,                                        ,                                        ,                 H2O, 1753613230.58,         0.175,         0.166,         0.630,         0.136,        89.957,        -0.000,        -0.002,         1.516,        49.805,        26.319,         0.669,        45.798,         0.941,        -0.043,        0.0000,       -0.0000,    0,        39.312,Picarro_Sample_Tray,      94,       3,    UBC_01,       0,       1
   462,     P-998,   2025/07/27 03:51:34,Picarro_Sample_Tray-94,       2,        -6.758,       -12.647,      -109.106,        -0.061,         12292,      -1,    1,                                        ,                                        ,                 H2O, 1753613769.18,         0.189,         0.176,         0.619,         0.143,        89.640,        -0.000,        -0.002,         1.520,        48.220,        25.681,         0.662,        44.458,         0.940,        -0.081,        0.0000,        0.0000,    0,        39.250,Picarro_Sample_Tray,      94,       3,    UBC_01,       0,       1
   463,     P-998,   2025/07/27 04:00:34,Picarro_Sample_Tray-94,       3,        -6.708,       -12.603,      -108.476,        -0.034,         12288,      -1,    1,                                        ,                                        ,                 H2O, 1753614309.37,         0.196,         0.167,         0.660,         0.154,        88.878,        -0.000,        -0.002,         1.507,        48.245,        25.693,         0.663,        44.069,         0.942,        -0.126,        0.0000,        0.0000,    0,        39.250,Picarro_Sample_Tray,      94,       3,    UBC_01,       0,       1
   464,     P-998,   2025/07/27 04:09:35,Picarro_Sample_Tray-94,       4,        -6.698,       -12.589,      -108.161,        -0.032,         12264,       0,    1,                                        ,                                        ,                 H2O, 1753614850.06,         0.182,         0.178,         0.618,         0.138,        88.342,         0.000,        -0.002,         1.498,        48.137,        25.640,         0.652,        43.961,         0.941,        -0.130,       -0.0000,        0.0000,    0,        39.250,Picarro_Sample_Tray,      94,       3,    UBC_01,       0,       1
